score;trades;win_rate;total_pnl;max_drawdown;profit_factor;note;sma_period;wpr_m15_period;wpr_m1_period;wpr_m15_sell_extreme;wpr_m15_buy_extreme;wpr_m15_trigger;wpr_m1_sell_extreme;wpr_m1_buy_extreme;wpr_m1_trigger;atr_period;sl_atr_mult;tp_rr_ratio;breakeven_pct;trail_activation_pips;trail_distance_pips;max_open_slots;max_spread_atr_ratio;atr_min_pct;atr_max_pct;trade_hour_start;trade_hour_end;skip_monday_hours;skip_friday_hour
104,07;147;0,4898;177,81;0,0173;2,576;;230;19;7;-30;-95;-70;-35;-95;-45;16;2,0;2,0;0,5;18;15;4;0,15000000000000002;0,6000000000000001;3,2;9;12;2;19
103,45;375;0,5173;294,49;0,0334;1,84;;300;38;5;-15;-75;-55;-15;-90;-30;19;1,5;2,0;0,5;8;9;5;0,25;0,9000000000000001;1,2;4;14;1;24
101,81;378;0,4233;296,08;0,0334;1,815;;170;13;5;-25;-95;-70;-30;-95;-40;15;2,5;2,0;0,5;20;13;4;0,15000000000000002;0,4;3,8;9;13;2;24
101,55;298;0,4631;274,66;0,0249;1,984;;220;18;8;-15;-70;-50;-25;-95;-55;14;2,0;2,75;0,5;14;12;3;0,1;0,7;1,6;8;13;3;24
98,14;330;0,5788;196,34;0,0507;1,758;;300;35;3;-10;-75;-55;-15;-90;-35;19;1,5;2,0;0,5;8;8;5;0,2;1,0;1,2;4;15;1;23
98,14;330;0,5788;196,34;0,0507;1,758;;300;35;3;-10;-75;-55;-15;-90;-35;19;1,5;2,0;0,5;8;8;5;0,2;1,0;1,2;4;15;1;23
98,14;330;0,5788;196,34;0,0507;1,758;;300;35;3;-10;-75;-55;-15;-90;-35;19;1,5;2,0;0,5;8;8;5;0,2;1,0;1,2;4;15;1;23
98,14;330;0,5788;196,34;0,0507;1,758;;300;35;3;-10;-75;-55;-15;-90;-35;19;1,5;2,0;0,5;8;8;5;0,2;1,0;1,2;4;15;1;23
97,58;368;0,4185;313,75;0,0295;1,896;;190;18;7;-25;-90;-70;-30;-95;-40;17;2,0;2,0;0,5;18;13;4;0,15000000000000002;0,4;3,6000000000000005;7;13;2;24
96,28;238;0,4412;238,83;0,0355;2,027;;210;35;12;-35;-70;-60;-30;-95;-45;17;1,0;2,25;0,6000000000000001;6;11;3;0,15000000000000002;1,0;1,6;4;13;4;24
95,52;50;0,6;105,53;0,0062;4,999;;240;24;10;-5;-65;-30;-15;-85;-55;10;2,0;2,5;0,3;12;9;4;0,05;1,0;1,2;5;13;2;24
95,29;377;0,5729;210,77;0,03;1,692;;280;36;3;-10;-75;-55;-15;-90;-35;19;1,5;2,0;0,5;8;8;5;0,2;1,0;1,2;4;15;1;23
94,4;382;0,4136;283,2;0,0307;1,918;;200;34;4;-15;-70;-60;-30;-95;-35;18;1,5;2,0;0,5;8;12;4;0,15000000000000002;0,9000000000000001;1,2;3;13;2;24
